 input file is 
10um-10nm-1000F.inp           
 input file comments follow:
*****************************************************
10um host, 100nm rim, 10nm Fe x 1000 FIXED
*****************************************************
 number of processors:
  11
 input parameters for run number 
    1
 number of spheres, volume size parameter:
 1002  0.45777E+02
 position file:
                                                            
 output file:
dat/700nm.dat                                               
 length, ref. indx. scale factors:
   0.009   1.000   1.000
 chiral factors:
  0.00000E+00  0.00000E+00
 scattering matrix directions based on incident frame
 automatic scattering angle calculation
 thetamin, thetamax:
      0.0    180.0
 phimin, phimax:
      0.0      0.0
 number scattering angles:
      181
 epsmie, epssoln, max number iterations:
  0.1000E-05  0.1000E-07 5000
 medium refractive index:
  1.0000  0.0000
 target euler rotation angles:
    0.0000    0.0000    0.0000
 far field kr, iterations/correction:
  0.1000E+09   20
 plane wave incidence
 fixed orientation calculations
 incident azimuth and polar angles:
     0.000     0.000
 common expansion epsilon:
  0.1000E-05
 scattering coefficients calculated, stored in file 
sc/700nm.sc.dat                                             
 calculation results for run 
    1
 sphere host   ka     x-x(host) y-y(host) z-z(host)  Re(m)     Im(m)      Qext         Qsca        Qabs         Qabs(V)
  956    2    0.0449   42.8228  -13.5926    7.3126  3.428230  3.399010  0.00000E+00  0.83006E-05  0.81457E-02  0.81457E-02
  957    2    0.0449    8.0485    3.7213  -44.5743  3.428230  3.399010  0.00000E+00  0.14227E-03  0.13969E+00  0.13969E+00
  958    2    0.0449  -18.3682  -30.5622   28.5386  3.428230  3.399010  0.00000E+00  0.31873E-06  0.31286E-03  0.31286E-03
  959    2    0.0449   30.7431   -6.2439  -33.0532  3.428230  3.399010  0.00000E+00  0.10590E-03  0.10403E+00  0.10403E+00
  960    2    0.0449   -6.2647  -41.4497  -17.3412  3.428230  3.399010  0.00000E+00  0.68433E-04  0.67136E-01  0.67136E-01
  961    2    0.0449  -32.1461   -1.5061   31.8091  3.428230  3.399010  0.00000E+00  0.19177E-06  0.18791E-03  0.18791E-03
  962    2    0.0449    1.8529    7.1304   44.4907  3.428230  3.399010  0.00000E+00  0.59056E-07  0.58980E-04  0.58980E-04
  963    2    0.0449    5.9046   34.7465  -28.8487  3.428230  3.399010  0.00000E+00  0.95714E-04  0.93990E-01  0.93990E-01
  964    2    0.0449   32.1364   19.0684  -25.6729  3.428230  3.399010  0.00000E+00  0.99185E-04  0.97305E-01  0.97305E-01
  965    2    0.0449  -25.8449   36.3144    9.0631  3.428230  3.399010  0.00000E+00  0.68057E-05  0.66786E-02  0.66786E-02
  966    2    0.0449  -24.6020   24.7215   29.1734  3.428230  3.399010  0.00000E+00  0.29646E-06  0.29089E-03  0.29089E-03
  967    2    0.0449   16.3600   38.6672   17.4423  3.428230  3.399010  0.00000E+00  0.21607E-05  0.21189E-02  0.21189E-02
  968    2    0.0449    8.0275  -39.8505  -20.3952  3.428230  3.399010  0.00000E+00  0.73403E-04  0.72050E-01  0.72050E-01
  969    2    0.0449    9.1598   36.1325   25.6193  3.428230  3.399010  0.00000E+00  0.59084E-06  0.57942E-03  0.57942E-03
  970    2    0.0449   -2.5209  -26.7972  -36.4737  3.428230  3.399010  0.00000E+00  0.13538E-03  0.13280E+00  0.13280E+00
  971    2    0.0449   33.4708   15.8017  -26.6358  3.428230  3.399010  0.00000E+00  0.87089E-04  0.85534E-01  0.85534E-01
  972    2    0.0449   -1.6065  -17.3776  -41.8945  3.428230  3.399010  0.00000E+00  0.14369E-03  0.14104E+00  0.14104E+00
  973    2    0.0449   20.4127  -18.5317   36.3212  3.428230  3.399010  0.00000E+00  0.71191E-07  0.69406E-04  0.69406E-04
  974    2    0.0449    2.4252  -33.3299  -30.8990  3.428230  3.399010  0.00000E+00  0.10331E-03  0.10145E+00  0.10145E+00
  975    2    0.0449  -40.2299   15.0754   15.2815  3.428230  3.399010  0.00000E+00  0.28392E-05  0.27862E-02  0.27862E-02
  976    2    0.0449   21.1913  -21.5961  -33.7553  3.428230  3.399010  0.00000E+00  0.12676E-03  0.12435E+00  0.12435E+00
  977    2    0.0449   31.7750   18.5668   26.0173  3.428230  3.399010  0.00000E+00  0.57081E-06  0.55965E-03  0.55965E-03
  978    2    0.0449  -22.1676   25.5796   29.5895  3.428230  3.399010  0.00000E+00  0.28898E-06  0.28347E-03  0.28347E-03
  979    2    0.0449   -3.0809   -0.5801   45.1663  3.428230  3.399010  0.00000E+00  0.22744E-06  0.21907E-03  0.21907E-03
  980    2    0.0449   23.8008   36.3495   12.5459  3.428230  3.399010  0.00000E+00  0.47616E-05  0.46699E-02  0.46699E-02
  981    2    0.0449   34.9580  -21.9039  -18.6080  3.428230  3.399010  0.00000E+00  0.77981E-04  0.76474E-01  0.76474E-01
  982    2    0.0449   26.8243   20.9708  -30.1261  3.428230  3.399010  0.00000E+00  0.10441E-03  0.10250E+00  0.10250E+00
  983    2    0.0449    1.2446   20.4463   40.4096  3.428230  3.399010  0.00000E+00  0.41729E-07  0.40459E-04  0.40459E-04
  984    2    0.0449   -9.5345   40.9013   16.1091  3.428230  3.399010  0.00000E+00  0.30258E-05  0.29656E-02  0.29656E-02
  985    2    0.0449  -23.0955  -30.1972  -24.3128  3.428230  3.399010  0.00000E+00  0.10703E-03  0.10492E+00  0.10492E+00
  986    2    0.0449   33.8448   27.3217  -12.5579  3.428230  3.399010  0.00000E+00  0.55339E-04  0.54269E-01  0.54269E-01
  987    2    0.0449   28.3337   12.7661   32.8053  3.428230  3.399010  0.00000E+00  0.14722E-06  0.14444E-03  0.14444E-03
  988    2    0.0449  -36.7297   26.0992   -7.3990  3.428230  3.399010  0.00000E+00  0.32048E-04  0.31468E-01  0.31468E-01
  989    2    0.0449  -16.0411   12.2706   40.4540  3.428230  3.399010  0.00000E+00  0.34084E-07  0.33098E-04  0.33098E-04
  990    2    0.0449  -13.8234  -37.6175  -20.9007  3.428230  3.399010  0.00000E+00  0.89516E-04  0.87773E-01  0.87773E-01
  991    2    0.0449   26.6056   21.9464  -29.1755  3.428230  3.399010  0.00000E+00  0.12395E-03  0.12152E+00  0.12152E+00
  992    2    0.0449  -29.0756  -29.6923   18.8031  3.428230  3.399010  0.00000E+00  0.16744E-05  0.16435E-02  0.16435E-02
  993    2    0.0449  -11.1721  -40.4686   17.5125  3.428230  3.399010  0.00000E+00  0.21209E-05  0.20801E-02  0.20801E-02
  994    2    0.0449   43.1191   10.1039    8.5238  3.428230  3.399010  0.00000E+00  0.84181E-05  0.82546E-02  0.82546E-02
  995    2    0.0449   45.1589    0.8515   -3.6905  3.428230  3.399010  0.00000E+00  0.28105E-04  0.27566E-01  0.27566E-01
  996    2    0.0449  -38.9284   23.3842    0.9241  3.428230  3.399010  0.00000E+00  0.17382E-04  0.17054E-01  0.17054E-01
  997    2    0.0449   33.8936  -19.8257   22.5207  3.428230  3.399010  0.00000E+00  0.10283E-05  0.10082E-02  0.10082E-02
  998    2    0.0449  -24.1611   12.1082   36.4622  3.428230  3.399010  0.00000E+00  0.57843E-07  0.56869E-04  0.56869E-04
  999    2    0.0449  -43.5083   11.4156    4.9305  3.428230  3.399010  0.00000E+00  0.12286E-04  0.12048E-01  0.12048E-01
 1000    2    0.0449  -36.7814    1.6873  -26.7247  3.428230  3.399010  0.00000E+00  0.92269E-04  0.90588E-01  0.90588E-01
 1001    2    0.0449  -32.3650    1.7995   31.6667  3.428230  3.399010  0.00000E+00  0.19851E-06  0.19441E-03  0.19441E-03
 1002    2    0.0449   -5.6724   30.1129  -33.5668  3.428230  3.399010  0.00000E+00  0.11538E-03  0.11326E+00  0.11326E+00
 unpolarized total ext, abs, scat efficiencies, w.r.t. xv, and asym. parm
  0.21454E+01  0.85331E+00  0.12921E+01  0.83888E+00
 parallel total ext, abs, scat efficiencies
  0.21454E+01  0.85331E+00  0.12921E+01
 perpendicular total ext, abs, scat efficiencies
  0.21454E+01  0.85331E+00  0.12921E+01
 scattering matrix elements (normalized w/ S11)
   theta     phi      11           12           13           14           21           22           23           24           31           32           33           34           41           42           43           44     
    0.00    0.00  0.18757E+04  0.19500E-05  0.69876E-07 -0.26245E-07  0.19500E-05  0.10000E+01  0.12277E-07  0.38196E-07  0.69876E-07 -0.12277E-07  0.10000E+01  0.79702E-05 -0.26244E-07 -0.38196E-07 -0.79702E-05  0.10000E+01
    1.00    0.00  0.15759E+04  0.61977E-03  0.15999E-06 -0.29466E-07  0.61977E-03  0.10000E+01  0.11625E-07 -0.43073E-08  0.16021E-06 -0.11693E-07  0.99997E+00  0.72702E-02 -0.28299E-07  0.43742E-08 -0.72702E-02  0.99997E+00
    2.00    0.00  0.90359E+03  0.25407E-02  0.21355E-06 -0.29380E-07  0.25407E-02  0.10000E+01  0.75530E-08 -0.86842E-07  0.21440E-06 -0.53030E-08  0.99948E+00  0.32136E-01 -0.22281E-07  0.86983E-07 -0.32136E-01  0.99948E+00
    3.00    0.00  0.30631E+03  0.52748E-02  0.24432E-06 -0.21314E-07  0.52748E-02  0.10000E+01  0.20742E-08 -0.26137E-06  0.24513E-06  0.20305E-07  0.99588E+00  0.90539E-01  0.22676E-08  0.26049E-06 -0.90539E-01  0.99588E+00
    4.00    0.00  0.34101E+02 -0.18855E-01  0.42367E-06  0.33249E-07 -0.18855E-01  0.10000E+01  0.64969E-07 -0.87776E-06  0.39956E-06  0.19965E-06  0.95693E+00  0.28970E+00  0.13841E-06  0.85616E-06 -0.28970E+00  0.95693E+00
    5.00    0.00  0.76660E+01 -0.26801E+00  0.79978E-06 -0.21154E-06 -0.26801E+00  0.10000E+01  0.70010E-06  0.13988E-05  0.65533E-06 -0.43611E-08  0.90687E+00 -0.32522E+00 -0.54899E-07 -0.14815E-05  0.32522E+00  0.90687E+00
    6.00    0.00  0.32328E+02 -0.51851E-01  0.23947E-07 -0.13013E-06 -0.51851E-01  0.10000E+01  0.16673E-06  0.41865E-06  0.12259E-07 -0.15403E-06  0.99826E+00 -0.28122E-01 -0.10896E-06 -0.41696E-06  0.28122E-01  0.99826E+00
    7.00    0.00  0.22248E+02 -0.38984E-01 -0.23663E-06 -0.85984E-07 -0.38984E-01  0.10000E+01  0.14605E-06 -0.18669E-07 -0.22646E-06 -0.15022E-06  0.98758E+00  0.15218E+00 -0.12270E-06  0.45446E-07 -0.15218E+00  0.98758E+00
    8.00    0.00  0.35384E+01 -0.23438E+00 -0.44325E-09  0.47378E-07 -0.23438E+00  0.10000E+01  0.48537E-06 -0.98652E-06  0.39335E-08  0.12496E-06  0.81659E+00  0.52749E+00 -0.22259E-06  0.11138E-05 -0.52749E+00  0.81659E+00
    9.00    0.00  0.29328E+01 -0.38630E+00 -0.15974E-07 -0.53957E-06 -0.38630E+00  0.10000E+01  0.44029E-06  0.16646E-05 -0.14715E-06  0.12285E-06  0.85929E+00 -0.33524E+00  0.17781E-06 -0.16466E-05  0.33524E+00  0.85929E+00
   10.00    0.00  0.79749E+01 -0.12754E+00 -0.21920E-05 -0.28275E-06 -0.12754E+00  0.10000E+01  0.82138E-07  0.11008E-05 -0.22237E-05 -0.33522E-06  0.99146E+00 -0.27092E-01 -0.82818E-07 -0.10831E-05  0.27092E-01  0.99146E+00
   11.00    0.00  0.53214E+01 -0.12856E+00 -0.52879E-05  0.44462E-06 -0.12856E+00  0.10000E+01 -0.81532E-07  0.29162E-06 -0.52676E-05 -0.67343E-06  0.95834E+00  0.25506E+00 -0.89891E-06 -0.18471E-06 -0.25506E+00  0.95834E+00
   12.00    0.00  0.10660E+01 -0.60598E+00 -0.10456E-04  0.65972E-05 -0.60598E+00  0.10000E+01 -0.55809E-06 -0.85538E-05 -0.10415E-04 -0.12840E-05  0.57448E+00  0.55024E+00 -0.75145E-05  0.91605E-05 -0.55024E+00  0.57448E+00
   13.00    0.00  0.17126E+01 -0.45492E+00  0.77477E-05  0.29836E-05 -0.45492E+00  0.10000E+01  0.40363E-06 -0.86040E-05  0.76038E-05  0.46373E-06  0.83522E+00 -0.30896E+00 -0.39268E-05  0.88479E-05  0.30896E+00  0.83522E+00
   14.00    0.00  0.32354E+01 -0.22198E+00  0.51867E-05 -0.62336E-07 -0.22198E+00  0.10000E+01  0.65797E-06 -0.45120E-05  0.51841E-05  0.56961E-06  0.97496E+00  0.13365E-01 -0.10202E-05  0.46342E-05 -0.13365E-01  0.97496E+00
   15.00    0.00  0.19918E+01 -0.27563E+00  0.31229E-05 -0.61793E-06 -0.27563E+00  0.10000E+01  0.14831E-05 -0.56766E-05  0.34788E-05  0.17373E-05  0.88760E+00  0.36904E+00 -0.10126E-05  0.58650E-05 -0.36904E+00  0.88760E+00
   16.00    0.00  0.63113E+00 -0.84889E+00  0.80992E-05  0.26878E-05 -0.84889E+00  0.10000E+01  0.60325E-05 -0.84258E-05  0.95899E-05  0.82853E-05  0.42151E+00  0.31894E+00 -0.33360E-05  0.83074E-05 -0.31894E+00  0.42151E+00
   17.00    0.00  0.11427E+01 -0.52850E+00  0.12116E-04  0.17544E-05 -0.52850E+00  0.10000E+01  0.37696E-05  0.21917E-05  0.12405E-04  0.40653E-05  0.80946E+00 -0.25584E+00 -0.32236E-06 -0.25681E-05  0.25584E+00  0.80946E+00
   18.00    0.00  0.16259E+01 -0.34004E+00  0.96173E-05 -0.98142E-06 -0.34004E+00  0.10000E+01  0.17695E-05  0.47824E-05  0.94902E-05  0.11761E-05  0.93681E+00  0.82231E-01  0.15213E-05 -0.48520E-05 -0.82231E-01  0.93681E+00
   19.00    0.00  0.95430E+00 -0.47247E+00  0.75320E-05 -0.42034E-05 -0.47247E+00  0.10000E+01  0.16019E-06  0.76603E-05  0.75877E-05 -0.21479E-07  0.75481E+00  0.45501E+00  0.38002E-05 -0.75047E-05 -0.45501E+00  0.75481E+00
   20.00    0.00  0.48986E+00 -0.92816E+00 -0.16431E-05 -0.58147E-05 -0.92816E+00  0.10000E+01 -0.21498E-05  0.90350E-05 -0.77810E-06 -0.77193E-06  0.36081E+00  0.91357E-01  0.69293E-05 -0.98878E-05 -0.91357E-01  0.36081E+00
   21.00    0.00  0.83424E+00 -0.59808E+00 -0.50200E-05 -0.91554E-06 -0.59808E+00  0.10000E+01 -0.49898E-06  0.49731E-05 -0.50818E-05 -0.16746E-05  0.77698E+00 -0.19647E+00  0.39348E-05 -0.61193E-05  0.19647E+00  0.77698E+00
   22.00    0.00  0.97199E+00 -0.46864E+00 -0.69436E-05  0.64203E-06 -0.46864E+00  0.10000E+01 -0.70088E-06  0.51220E-05 -0.79902E-05 -0.39593E-05  0.86863E+00  0.16080E+00  0.20234E-05 -0.55101E-05 -0.16080E+00  0.86863E+00
   23.00    0.00  0.58109E+00 -0.65975E+00 -0.13393E-04  0.40088E-05 -0.65975E+00  0.10000E+01 -0.41832E-05  0.25676E-05 -0.15758E-04 -0.91838E-05  0.58184E+00  0.47560E+00 -0.30795E-05 -0.14518E-05 -0.47560E+00  0.58184E+00
   24.00    0.00  0.40943E+00 -0.94918E+00 -0.99114E-05  0.95876E-05 -0.94918E+00  0.10000E+01 -0.66535E-05 -0.14476E-04 -0.12135E-04 -0.96780E-05  0.31427E+00 -0.17338E-01 -0.12543E-04  0.16570E-04  0.17338E-01  0.31427E+00
   25.00    0.00  0.61361E+00 -0.68459E+00  0.14095E-05  0.61661E-05 -0.68459E+00  0.10000E+01 -0.46336E-06 -0.17446E-04  0.76718E-06 -0.16395E-05  0.71475E+00 -0.14306E+00 -0.82363E-05  0.18174E-04  0.14306E+00  0.71475E+00
   26.00    0.00  0.64193E+00 -0.60887E+00  0.27268E-05  0.44748E-05 -0.60887E+00  0.10000E+01  0.36687E-05 -0.15072E-04  0.22289E-05  0.18501E-05  0.76263E+00  0.21835E+00 -0.55271E-05  0.15660E-04 -0.21835E+00  0.76263E+00
   27.00    0.00  0.42628E+00 -0.80697E+00  0.31569E-05  0.77029E-05 -0.80697E+00  0.10000E+01  0.75301E-05 -0.15626E-04  0.23556E-05  0.52574E-05  0.41868E+00  0.41655E+00 -0.93768E-05  0.17246E-04 -0.41655E+00  0.41868E+00
   28.00    0.00  0.36276E+00 -0.95758E+00  0.13060E-04  0.11026E-04 -0.95758E+00  0.10000E+01  0.91160E-05 -0.15007E-04  0.13121E-04  0.93190E-05  0.28493E+00 -0.43166E-01 -0.13726E-04  0.17027E-04  0.43166E-01  0.28493E+00
   29.00    0.00  0.46469E+00 -0.78041E+00  0.19814E-04  0.59469E-05 -0.78041E+00  0.10000E+01  0.81017E-05 -0.10712E-04  0.20970E-04  0.10544E-04  0.62090E+00 -0.73815E-01 -0.63791E-05  0.11031E-04  0.73815E-01  0.62090E+00
   30.00    0.00  0.45120E+00 -0.74972E+00  0.20218E-04  0.14440E-05 -0.74972E+00  0.10000E+01  0.91524E-05 -0.73416E-05  0.20986E-04  0.12026E-04  0.61033E+00  0.25578E+00  0.21427E-05  0.52154E-05 -0.25578E+00  0.61033E+00
   31.00    0.00  0.34086E+00 -0.91133E+00  0.17970E-04  0.62274E-06 -0.91133E+00  0.10000E+01  0.12702E-04 -0.38016E-05  0.15264E-04  0.11754E-04  0.26429E+00  0.31565E+00  0.74778E-05 -0.18006E-05 -0.31565E+00  0.26429E+00
   32.00    0.00  0.32947E+00 -0.96573E+00  0.16920E-04  0.21256E-05 -0.96573E+00  0.10000E+01  0.15154E-04 -0.67390E-06  0.98328E-05  0.56192E-05  0.25331E+00 -0.56469E-01  0.36302E-05 -0.41908E-05  0.56469E-01  0.25331E+00
   33.00    0.00  0.37803E+00 -0.85662E+00  0.18420E-04 -0.79041E-06 -0.85662E+00  0.10000E+01  0.14532E-04  0.13428E-05  0.11579E-04  0.24264E-05  0.51594E+00 -0.37830E-02  0.61251E-06 -0.12724E-05  0.37830E-02  0.51594E+00
   34.00    0.00  0.34794E+00 -0.85496E+00  0.17500E-04 -0.59877E-05 -0.85496E+00  0.10000E+01  0.13207E-04  0.42352E-05  0.12535E-04  0.37663E-05  0.43627E+00  0.28056E+00  0.26358E-05 -0.39572E-06 -0.28056E+00  0.43627E+00
   35.00    0.00  0.28686E+00 -0.96614E+00  0.11887E-04 -0.72458E-05 -0.96614E+00  0.10000E+01  0.10373E-04  0.59990E-05  0.82377E-05  0.53864E-05  0.11420E+00  0.23135E+00  0.39923E-05 -0.21423E-05 -0.23135E+00  0.11420E+00
   36.00    0.00  0.29456E+00 -0.98042E+00  0.93779E-05 -0.17791E-05 -0.98042E+00  0.10000E+01  0.85501E-05  0.22259E-05  0.54526E-05  0.39321E-05  0.18376E+00 -0.70751E-01  0.95092E-07 -0.11072E-05  0.70751E-01  0.18376E+00
   37.00    0.00  0.32198E+00 -0.91518E+00  0.13246E-04  0.47254E-06 -0.91518E+00  0.10000E+01  0.10620E-04 -0.17388E-05  0.89510E-05  0.39845E-05  0.40166E+00  0.33430E-01 -0.20404E-05  0.29208E-05 -0.33430E-01  0.40166E+00
   38.00    0.00  0.29412E+00 -0.91799E+00  0.16868E-04 -0.15120E-05 -0.91799E+00  0.10000E+01  0.14568E-04 -0.22563E-05  0.12620E-04  0.81337E-05  0.28037E+00  0.28052E+00 -0.15333E-06  0.48598E-05 -0.28052E+00  0.28037E+00
   39.00    0.00  0.25452E+00 -0.98207E+00  0.18113E-04 -0.28771E-05 -0.98207E+00  0.10000E+01  0.18153E-04  0.37771E-06  0.13198E-04  0.13065E-04 -0.96552E-02  0.18828E+00  0.21933E-05  0.12676E-05 -0.18828E+00 -0.96552E-02
   40.00    0.00  0.26068E+00 -0.99497E+00  0.20450E-04 -0.21450E-05 -0.99497E+00  0.10000E+01  0.19672E-04  0.32339E-05  0.13643E-04  0.12308E-04  0.75229E-01 -0.66187E-01  0.22549E-05 -0.37888E-05  0.66187E-01  0.75229E-01
   41.00    0.00  0.27773E+00 -0.96382E+00  0.24933E-04 -0.47566E-05 -0.96382E+00  0.10000E+01  0.21277E-04  0.54346E-05  0.16158E-04  0.97506E-05  0.26367E+00  0.39150E-01  0.42248E-05 -0.46719E-05 -0.39150E-01  0.26367E+00
   42.00    0.00  0.26121E+00 -0.95797E+00  0.27248E-04 -0.12228E-04 -0.95797E+00  0.10000E+01  0.23425E-04  0.10023E-04  0.16392E-04  0.98156E-05  0.14554E+00  0.24721E+00  0.97965E-05 -0.50529E-05 -0.24721E+00  0.14554E+00
   43.00    0.00  0.23573E+00 -0.98135E+00  0.23197E-04 -0.20495E-04 -0.98135E+00  0.10000E+01  0.22320E-04  0.17674E-04  0.10796E-04  0.98107E-05 -0.96517E-01  0.16625E+00  0.14052E-04 -0.83733E-05 -0.16625E+00 -0.96517E-01
   44.00    0.00  0.23460E+00 -0.99841E+00  0.15076E-04 -0.23229E-04 -0.99841E+00  0.10000E+01  0.15710E-04  0.22910E-04  0.43585E-05  0.58549E-05 -0.43613E-01 -0.35715E-01  0.11732E-04 -0.11276E-04  0.35715E-01 -0.43613E-01
   45.00    0.00  0.24259E+00 -0.99401E+00  0.84520E-05 -0.21894E-04 -0.99401E+00  0.10000E+01  0.79562E-05  0.22745E-04  0.24767E-05  0.80566E-06  0.10286E+00  0.36837E-01  0.78370E-05 -0.98365E-05 -0.36837E-01  0.10286E+00
   46.00    0.00  0.23612E+00 -0.98107E+00  0.24434E-05 -0.19283E-04 -0.98107E+00  0.10000E+01  0.12410E-05  0.19478E-04  0.13276E-05 -0.24771E-05  0.13248E-01  0.19319E+00  0.62545E-05 -0.61545E-05 -0.19319E+00  0.13248E-01
   47.00    0.00  0.22282E+00 -0.97650E+00 -0.36267E-05 -0.13502E-04 -0.97650E+00  0.10000E+01 -0.46255E-05  0.13564E-04 -0.23768E-05 -0.49741E-05 -0.16417E+00  0.13962E+00  0.35802E-05 -0.19150E-05 -0.13962E+00 -0.16417E+00
   48.00    0.00  0.21750E+00 -0.98920E+00 -0.70087E-05 -0.37705E-05 -0.98920E+00  0.10000E+01 -0.79535E-05  0.44266E-05 -0.59497E-05 -0.70649E-05 -0.14651E+00  0.31879E-02 -0.40224E-05  0.46022E-05 -0.31879E-02 -0.14651E+00
   49.00    0.00  0.21764E+00 -0.99730E+00 -0.65320E-05  0.78463E-05 -0.99730E+00  0.10000E+01 -0.62002E-05 -0.67292E-05 -0.53844E-05 -0.54418E-05 -0.58994E-01  0.43666E-01 -0.15257E-04  0.14548E-04 -0.43666E-01 -0.58994E-01
   50.00    0.00  0.21570E+00 -0.98234E+00 -0.20870E-05  0.20201E-04 -0.98234E+00  0.10000E+01  0.18191E-05 -0.17243E-04  0.62737E-06  0.32603E-05 -0.12380E+00  0.14028E+00 -0.27063E-04  0.24706E-04 -0.14028E+00 -0.12380E+00
   51.00    0.00  0.21127E+00 -0.96645E+00  0.80815E-05  0.30829E-04 -0.96645E+00  0.10000E+01  0.15270E-04 -0.24489E-04  0.12668E-04  0.18354E-04 -0.23543E+00  0.10275E+00 -0.35946E-04  0.30543E-04 -0.10275E+00 -0.23543E+00
   52.00    0.00  0.20612E+00 -0.97273E+00  0.23343E-04  0.34718E-04 -0.97273E+00  0.10000E+01  0.31901E-04 -0.27720E-04  0.28850E-04  0.36187E-04 -0.23023E+00  0.28108E-01 -0.37199E-04  0.30699E-04 -0.28108E-01 -0.23023E+00
   53.00    0.00  0.20161E+00 -0.97850E+00  0.38720E-04  0.29114E-04 -0.97850E+00  0.10000E+01  0.50052E-04 -0.26567E-04  0.43267E-04  0.53800E-04 -0.19755E+00  0.59338E-01 -0.28781E-04  0.25884E-04 -0.59338E-01 -0.19755E+00
   54.00    0.00  0.19998E+00 -0.96057E+00  0.49535E-04  0.16092E-04 -0.96057E+00  0.10000E+01  0.66894E-04 -0.18529E-04  0.51324E-04  0.68463E-04 -0.25725E+00  0.10543E+00 -0.14399E-04  0.16118E-04 -0.10543E+00 -0.25725E+00
   55.00    0.00  0.20010E+00 -0.94495E+00  0.55037E-04 -0.57250E-06 -0.94495E+00  0.10000E+01  0.76989E-04 -0.35734E-05  0.55454E-04  0.77325E-04 -0.32072E+00  0.64825E-01  0.11050E-05  0.28006E-05 -0.64825E-01 -0.32072E+00
   56.00    0.00  0.19721E+00 -0.95114E+00  0.55473E-04 -0.19162E-04 -0.95114E+00  0.10000E+01  0.76894E-04  0.12292E-04  0.59299E-04  0.79660E-04 -0.30728E+00  0.30107E-01  0.18501E-04 -0.11505E-04 -0.30107E-01 -0.30728E+00
   57.00    0.00  0.19151E+00 -0.94973E+00  0.49177E-04 -0.37430E-04 -0.94973E+00  0.10000E+01  0.67678E-04  0.22294E-04  0.58787E-04  0.74873E-04 -0.30485E+00  0.71316E-01  0.39575E-04 -0.25963E-04 -0.71316E-01 -0.30485E+00
   58.00    0.00  0.18879E+00 -0.92326E+00  0.37197E-04 -0.49173E-04 -0.92326E+00  0.10000E+01  0.53721E-04  0.25149E-04  0.47508E-04  0.61589E-04 -0.37302E+00  0.91935E-01  0.57870E-04 -0.39109E-04 -0.91935E-01 -0.37302E+00
   59.00    0.00  0.18999E+00 -0.90867E+00  0.25975E-04 -0.50682E-04 -0.90867E+00  0.10000E+01  0.39598E-04  0.25042E-04  0.29908E-04  0.42698E-04 -0.41580E+00  0.37685E-01  0.64454E-04 -0.46663E-04 -0.37685E-01 -0.41580E+00
   60.00    0.00  0.18919E+00 -0.92134E+00  0.19083E-04 -0.45810E-04 -0.92134E+00  0.10000E+01  0.26534E-04  0.23786E-04  0.16127E-04  0.24814E-04 -0.38846E+00  0.14796E-01  0.60898E-04 -0.46475E-04 -0.14796E-01 -0.38846E+00
   61.00    0.00  0.18450E+00 -0.91867E+00  0.14443E-04 -0.38688E-04 -0.91867E+00  0.10000E+01  0.15007E-04  0.18588E-04  0.79470E-05  0.11851E-04 -0.38892E+00  0.69208E-01  0.54153E-04 -0.41481E-04 -0.69208E-01 -0.38892E+00
   62.00    0.00  0.18118E+00 -0.88155E+00  0.11113E-04 -0.29738E-04 -0.88155E+00  0.10000E+01  0.79019E-05  0.92010E-05  0.25958E-06  0.30467E-05 -0.46314E+00  0.91489E-01  0.46645E-04 -0.36136E-04 -0.91489E-01 -0.46314E+00
   63.00    0.00  0.18173E+00 -0.86029E+00  0.11339E-04 -0.19249E-04 -0.86029E+00  0.10000E+01  0.67334E-05  0.11507E-05 -0.88686E-05 -0.42349E-05 -0.50901E+00  0.28369E-01  0.36367E-04 -0.30509E-04 -0.28369E-01 -0.50901E+00
   64.00    0.00  0.18182E+00 -0.87909E+00  0.15156E-04 -0.90693E-05 -0.87909E+00  0.10000E+01  0.91533E-05 -0.19558E-05 -0.15174E-04 -0.89877E-05 -0.47662E+00 -0.54801E-02  0.22461E-04 -0.20728E-04  0.54801E-02 -0.47662E+00
   65.00    0.00  0.17873E+00 -0.88489E+00  0.19272E-04 -0.12201E-05 -0.88489E+00  0.10000E+01  0.13867E-04 -0.18827E-05 -0.14264E-04 -0.61057E-05 -0.46302E+00  0.50873E-01  0.78003E-05 -0.70687E-05 -0.50873E-01 -0.46302E+00
   66.00    0.00  0.17574E+00 -0.84322E+00  0.21172E-04  0.15816E-05 -0.84322E+00  0.10000E+01  0.21391E-04 -0.37718E-06 -0.61447E-05  0.61858E-05 -0.52979E+00  0.91184E-01 -0.13274E-05  0.28700E-05 -0.91184E-01 -0.52979E+00
   67.00    0.00  0.17549E+00 -0.80752E+00  0.20806E-04 -0.29664E-05 -0.80752E+00  0.10000E+01  0.28607E-04  0.31393E-05  0.39263E-05  0.19902E-04 -0.58878E+00  0.35513E-01  0.49582E-06  0.24639E-05 -0.35513E-01 -0.58878E+00
   68.00    0.00  0.17554E+00 -0.82367E+00  0.18230E-04 -0.12961E-04 -0.82367E+00  0.10000E+01  0.28987E-04  0.82121E-05  0.95948E-05  0.24484E-04 -0.56677E+00 -0.18456E-01  0.11246E-04 -0.51434E-05  0.18456E-01 -0.56677E+00
